severity,disease,filename,filepath,width,height,format,mode
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0031130.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0031130.jpg,600,450,JPEG,RGB
Sedang,Melasma,flnv1-17-_jpg.rf.9f8a37547a226da1e03c7258d6a99709.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\flnv1-17-_jpg.rf.9f8a37547a226da1e03c7258d6a99709.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,flip--1acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\flip--1acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Ringan,hyperpigmentation,hue-50acquired-dermal-macular-hyperpigmentation-022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\hue-50acquired-dermal-macular-hyperpigmentation-022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7219275.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7219275.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-dermatofibroma-114.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-dermatofibroma-114.jpg,720,468,JPEG,RGB
Terparah,Melanoma,ISIC_7373794.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7373794.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-dermatofibroma-104.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-dermatofibroma-104.jpg,720,472,JPEG,RGB
Terparah,Melanoma,ISIC_7444521.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7444521.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-neurotic-excoriations-24.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-neurotic-excoriations-24.jpg,720,477,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-corns-1.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-corns-1.jpg,720,481,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-porokeratosis-48.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-porokeratosis-48.jpg,720,480,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0069422.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0069422.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0060697.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0060697.jpg,1024,1024,JPEG,RGB
Ringan,Eczema,4_1.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\4_1.jpg,294,222,JPEG,RGB
Ringan,Eczema,t-eczema-hand-194.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-hand-194.jpg,720,477,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0058130.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0058130.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6668759.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6668759.jpg,512,512,JPEG,RGB
Sedang,Melasma,flan-8-_jpg.rf.9ab84645f566689baa1b078bcbeb1035.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\flan-8-_jpg.rf.9ab84645f566689baa1b078bcbeb1035.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak107_jpg.rf.d815e676b813488051b02da1e1b5aa3f.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Berminyak107_jpg.rf.d815e676b813488051b02da1e1b5aa3f.jpg,512,512,JPEG,RGB
Ringan,Atopic Dermatitis,10_20.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\10_20.jpg,294,222,JPEG,RGB
Ringan,Eczema,t-eczema-nummular-13.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-nummular-13.jpg,720,472,JPEG,RGB
Sedang,Melasma,levle2_101_jpg.rf.3c11b5967d1eb4f7b37bc7e5cf4462d0.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle2_101_jpg.rf.3c11b5967d1eb4f7b37bc7e5cf4462d0.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6789876.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6789876.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6971473.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6971473.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle0_376_jpg.rf.17b37e4c9e2b7810d234cec1e05368a1.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_376_jpg.rf.17b37e4c9e2b7810d234cec1e05368a1.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0032768.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0032768.jpg,600,450,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,18_89.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\18_89.jpg,294,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0027747.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0027747.jpg,600,450,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0062368.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0062368.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratoses-smooth-25.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratoses-smooth-25.jpg,478,720,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0033979.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0033979.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065581.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065581.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-herpes-type-1-recurrent-82.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-herpes-type-1-recurrent-82.jpg,720,1114,JPEG,RGB
Sedang,Melasma,215_jpg.rf.f774cc2b06b15115714da121db103081.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\215_jpg.rf.f774cc2b06b15115714da121db103081.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-keratolysis-exfoliativa-13.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-keratolysis-exfoliativa-13.jpg,477,720,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-lichen-planus-16.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-lichen-planus-16.jpg,720,480,JPEG,RGB
Terparah,Melanoma,ISIC_7131359.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7131359.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-epidermal-cyst-97.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-epidermal-cyst-97.jpg,720,480,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0057399.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0057399.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6697013.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6697013.jpg,512,512,JPEG,RGB
Ringan,Atopic Dermatitis,6_319.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\6_319.jpg,294,222,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-molluscum-contagiosum-12.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-molluscum-contagiosum-12.jpg,720,472,JPEG,RGB
Terparah,Melanoma,ISIC_7385430.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7385430.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0066288.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0066288.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0061114.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0061114.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065662.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065662.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,5_22.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\5_22.jpg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066190.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066190.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6767569.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6767569.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7382594.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7382594.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7150606.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7150606.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle2_75_jpg.rf.721d6c99eeb9df2c4e13624a7c7a307b.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle2_75_jpg.rf.721d6c99eeb9df2c4e13624a7c7a307b.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0055368.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0055368.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0029352.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0029352.jpg,600,450,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0033199.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0033199.jpg,600,450,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-psoriasis-palms-soles-177.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-psoriasis-palms-soles-177.jpg,720,472,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Guttate-25.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Guttate-25.jpg,720,480,JPEG,RGB
Sedang,Melasma,355_jpg.rf.f91ab47242d95f4fabe20694f61cba13.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\355_jpg.rf.f91ab47242d95f4fabe20694f61cba13.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0068057.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0068057.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7416702.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7416702.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0031050.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0031050.jpg,600,450,JPEG,RGB
Sedang,Melasma,a336ac0c-d1d0-4b5b-a152-9c5dd60ccd9c_jpg.rf.4591ee4b47f148aab5ee4a0ce5c1676c.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\a336ac0c-d1d0-4b5b-a152-9c5dd60ccd9c_jpg.rf.4591ee4b47f148aab5ee4a0ce5c1676c.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072813.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072813.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0070880.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0070880.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,3_15.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\3_15.jpg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027093.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027093.jpg,600,450,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0034125.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0034125.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,4_30.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\4_30.jpg,294,222,JPEG,RGB
Ringan,Atopic Dermatitis,1_75.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\1_75.jpg,294,222,JPEG,RGB
Normal,healthy skin,normal176.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal176.png,224,224,PNG,RGB
Terparah,Melanoma,ISIC_6931593.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6931593.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059063.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059063.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7150966.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7150966.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0056767.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0056767.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,levle1_431_jpg.rf.4bf930479762d7b69bee8aa1d5418a23.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_431_jpg.rf.4bf930479762d7b69bee8aa1d5418a23.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072776.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072776.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0028100.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0028100.jpg,600,450,JPEG,RGB
Sedang,Melasma,27_jpeg_jpg.rf.65434b9a75ca4ac89dd0ac663393b36b.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\27_jpeg_jpg.rf.65434b9a75ca4ac89dd0ac663393b36b.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-eczema-areola-2.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-areola-2.jpg,720,472,JPEG,RGB
Sedang,Melasma,07781_png_jpg.rf.dba38094991e2446be41c52639610ec6.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\07781_png_jpg.rf.dba38094991e2446be41c52639610ec6.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-common-63.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-common-63.jpg,720,477,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0066450.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0066450.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6990973.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6990973.jpg,512,512,JPEG,RGB
Sedang,Melasma,images-2021-12-18T164049-430_jpg.rf.a3b0d82e783f3c2fa0efac94c3ddad2c.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\images-2021-12-18T164049-430_jpg.rf.a3b0d82e783f3c2fa0efac94c3ddad2c.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak230_jpg.rf.d262bd00a990d832adea5556cfa978fb.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Berminyak230_jpg.rf.d262bd00a990d832adea5556cfa978fb.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066442.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066442.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,saturation-200acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-200acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7365445.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7365445.jpg,512,512,JPEG,RGB
Ringan,Atopic Dermatitis,v-05PityriasisAlba.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\v-05PityriasisAlba.jpg,720,472,JPEG,RGB
Sedang,Melasma,levle1_187_jpg.rf.def608feb604bd92692483a3aab45bdb.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_187_jpg.rf.def608feb604bd92692483a3aab45bdb.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0055736.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0055736.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-nevus-sebaceous-28.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-nevus-sebaceous-28.jpg,720,478,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,6_304.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\6_304.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7291472.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7291472.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-eczema-hand-104.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-hand-104.jpg,720,480,JPEG,RGB
Sedang,Melasma,images-2021-12-18T163745-860_jpg.rf.1aacab8b21b69b8ed83b0d7cd8abae8a.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\images-2021-12-18T163745-860_jpg.rf.1aacab8b21b69b8ed83b0d7cd8abae8a.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7337194.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7337194.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7231443.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7231443.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0054833.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0054833.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6985455.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6985455.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-scalp-55.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-scalp-55.jpg,720,479,JPEG,RGB
Sedang,Melasma,01F3MMXQ085C2RDJEHNDX2FMKE_jpeg_jpg.rf.5ed0bb3f5b978688c04e010144bdd5ea.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\01F3MMXQ085C2RDJEHNDX2FMKE_jpeg_jpg.rf.5ed0bb3f5b978688c04e010144bdd5ea.jpg,512,512,JPEG,RGB
Ringan,Eczema,v-eczema-chronic-39.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\v-eczema-chronic-39.jpg,720,476,JPEG,RGB
Sedang,Melasma,07664_png_jpg.rf.2647011f569f61f0d43fc7ffe08fb182.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\07664_png_jpg.rf.2647011f569f61f0d43fc7ffe08fb182.jpg,512,512,JPEG,RGB
Sedang,Melasma,3147__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg.rf.caa807fdc3f3b969f0e01474b6ceed4c.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\3147__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg.rf.caa807fdc3f3b969f0e01474b6ceed4c.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Lichen-Sclerosus-Skin-55.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Lichen-Sclerosus-Skin-55.jpg,480,720,JPEG,RGB
Terparah,Melanoma,ISIC_7149353.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7149353.jpg,512,512,JPEG,RGB
Sedang,Melasma,HelloIMG1654445095237-copy_jpeg.rf.32e95b6cfaf44bb7f9cbe4464fe28e67.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\HelloIMG1654445095237-copy_jpeg.rf.32e95b6cfaf44bb7f9cbe4464fe28e67.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-nevus-sebaceous-31.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-nevus-sebaceous-31.jpg,481,720,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-molluscum-contagiosum-22.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-molluscum-contagiosum-22.jpg,720,480,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,2_90.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\2_90.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7200676.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7200676.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,10_13.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\10_13.jpg,294,222,JPEG,RGB
Normal,healthy skin,normal64.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal64.png,224,224,PNG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-Psoriasis-Chronic-Plaque-159.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-Psoriasis-Chronic-Plaque-159.jpg,479,720,JPEG,RGB
Sedang,Melasma,levle0_57_jpg.rf.b71e1e7e275029d4cbfda54138e96302.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_57_jpg.rf.b71e1e7e275029d4cbfda54138e96302.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle1_144_jpg.rf.72a2ce47984bc280b643a974dbd04517.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_144_jpg.rf.72a2ce47984bc280b643a974dbd04517.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066197.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066197.jpg,1024,1024,JPEG,RGB
Normal,healthy skin,normal209.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal209.png,224,224,PNG,RGB
